set,current_votes,top_k,power,mean_excess,min_excess,max_excess,neg_windows,mean_portfolio_return,avg_candidates,avg_names,vals
core_factor3,4,50,4,0.07450245489382482,0.03738006824692728,0.15786732600571815,0,0.0786871004108237,7.0,38.25,"0.03738,0.06865,0.15787,0.04384,0.04295,0.07771,0.06025,0.07648,0.09024,0.07651,0.07190,0.09025"
core_plus_alpha,2,50,4,0.0744024868081086,0.03754783492206834,0.15786732600571815,0,0.07858713232510749,6.0,38.25,"0.03755,0.06865,0.15787,0.04348,0.04358,0.07771,0.06025,0.07648,0.09024,0.07488,0.07190,0.09025"
core_plus_alpha,4,50,4,0.074329711543469,0.037482666666701796,0.15786732600571815,0,0.0785143570604679,8.0,38.25,"0.03748,0.06865,0.15787,0.04152,0.04347,0.07771,0.06025,0.07648,0.09024,0.07614,0.07190,0.09025"
core_factor3,1,50,4,0.07429694427018561,0.03521270893466154,0.15786732600571815,0,0.07848158978718452,4.0,38.25,"0.03521,0.06865,0.15787,0.04174,0.04475,0.07771,0.06025,0.07648,0.09024,0.07651,0.07190,0.09025"
tree_shapes,2,50,32,0.0742756094339987,-0.003519852855024014,0.1747795622825059,1,0.07846025495099758,8.083333333333334,49.916666666666664,"0.03901,0.05766,0.17478,0.05017,-0.00352,0.07122,0.05971,0.07513,0.09886,0.08650,0.08152,0.10027"
tree_shapes,2,30,16,0.07427289746732894,-0.003517445239900706,0.17468595829303799,1,0.07845754298432782,8.083333333333334,30.0,"0.03900,0.05763,0.17469,0.05018,-0.00352,0.07124,0.05968,0.07517,0.09883,0.08650,0.08157,0.10031"
tree_shapes,4,50,8,0.07417294510423807,0.04024780865433503,0.16455251143789734,0,0.07835759062123696,10.083333333333334,49.916666666666664,"0.04025,0.06513,0.16455,0.04268,0.04451,0.07464,0.06438,0.07327,0.07984,0.08314,0.07225,0.08543"
hybrid_broad,0,50,16,0.07414290572890501,0.03519612621584243,0.13719496964408334,0,0.0783275512459039,10.0,41.416666666666664,"0.03948,0.06691,0.13719,0.03520,0.03898,0.07541,0.07110,0.08103,0.09962,0.06480,0.07732,0.10267"
tree_shapes,2,35,16,0.07413108060246758,-0.003323384780854791,0.17532518753871892,1,0.07831572611946645,8.083333333333334,35.0,"0.03912,0.05794,0.17533,0.04894,-0.00332,0.07103,0.06020,0.07552,0.09841,0.08595,0.08113,0.09934"
hybrid_broad,0,40,16,0.07409417156883814,0.03484353940998616,0.13765379103397124,0,0.07827881708583702,10.0,35.833333333333336,"0.03962,0.06691,0.13765,0.03484,0.03916,0.07541,0.07162,0.08103,0.09962,0.06327,0.07732,0.10267"
hybrid_broad,0,60,16,0.07409055833173865,0.035477450941870874,0.13719496964408334,0,0.07827520384873753,10.0,44.083333333333336,"0.03948,0.06691,0.13719,0.03548,0.03779,0.07541,0.07112,0.08103,0.09962,0.06507,0.07732,0.10267"
hybrid_broad,1,30,4,0.07407273009032578,0.03746757726978352,0.15812486429183226,0,0.07825737560732467,11.0,30.0,"0.03933,0.06540,0.15812,0.03755,0.03747,0.07677,0.07044,0.07703,0.09200,0.07434,0.07026,0.09016"
hybrid_broad,0,80,32,0.0740575493736944,0.03503694056203132,0.13750607341784704,0,0.07824219489069327,10.0,49.0,"0.03955,0.06709,0.13751,0.03504,0.03914,0.07465,0.07121,0.08345,0.10018,0.06136,0.07568,0.10383"
hybrid_broad,0,50,32,0.07405655972043478,0.034366093616501364,0.13750607341784704,0,0.07824120523743365,10.0,41.416666666666664,"0.03955,0.06709,0.13751,0.03437,0.03921,0.07465,0.07204,0.08345,0.10018,0.06113,0.07568,0.10383"
hybrid_broad,0,60,32,0.07404731849960056,0.03461185474951539,0.13750607341784704,0,0.07823196401659943,10.0,44.083333333333336,"0.03955,0.06709,0.13751,0.03461,0.03909,0.07465,0.07156,0.08345,0.10018,0.06136,0.07568,0.10383"
tree_shapes,2,60,32,0.07404442133470883,-0.00334262470546548,0.1747795622825059,1,0.07822906685170772,8.083333333333334,58.0,"0.03902,0.05770,0.17478,0.04896,-0.00334,0.07097,0.06025,0.07543,0.09846,0.08598,0.08103,0.09930"
tree_shapes,2,40,16,0.07404093474050924,-0.002981776298257355,0.17667167562030978,1,0.07822558025750811,8.083333333333334,40.0,"0.03931,0.05838,0.17667,0.04740,-0.00298,0.07093,0.06051,0.07593,0.09790,0.08507,0.08096,0.09841"
hybrid_broad,0,35,16,0.07402822740721936,0.03460661041919266,0.13816705536583476,0,0.07821287292421823,10.0,32.916666666666664,"0.03959,0.06685,0.13817,0.03461,0.03913,0.07541,0.07169,0.08103,0.09962,0.06226,0.07732,0.10267"
core_factor3,2,60,4,0.07394719273060386,0.03619814542778132,0.15786732600571815,0,0.07813183824760275,5.0,40.916666666666664,"0.03620,0.06865,0.15787,0.04558,0.04520,0.07771,0.05228,0.07648,0.09024,0.07502,0.07190,0.09025"
