lookback,top_n,top_k,power,max_weight,mean_excess,min_excess,max_excess,neg_windows,vals,choices
104,3,40,3,0.06,0.008231805419753371,-0.030653937700470993,0.034559209258328005,4,"-0.01057,0.01779,0.02785,-0.03065,0.02102,0.00934,0.00864,-0.00135,0.01141,-0.00983,0.02059,0.03456",trend_efficiency_20d:low|trend_efficiency_20d_rank:low|gap_mean_20d:high / gap_mean_20d:high|gap_mean_20d_rank:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / ret_1d:high|market_corr_60d_rank:high|market_corr_60d:high / ret_1d:high|market_corr_60d_rank:high|market_corr_60d:high / gap_mean_20d:high|gap_mean_20d_rank:high|ret_1d:high / gap_mean_20d:high|gap_mean_20d_rank:high|ret_1d:high
104,3,40,4,0.1,0.008205244100457256,-0.03503945283166259,0.03673480141333633,4,"-0.01888,0.01571,0.03673,-0.03504,0.02922,0.00992,0.00623,-0.00880,0.01528,-0.00866,0.02967,0.02709",trend_efficiency_20d:low|trend_efficiency_20d_rank:low|gap_mean_20d:high / gap_mean_20d:high|gap_mean_20d_rank:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / ret_1d:high|market_corr_60d_rank:high|market_corr_60d:high / ret_1d:high|market_corr_60d_rank:high|market_corr_60d:high / gap_mean_20d:high|gap_mean_20d_rank:high|ret_1d:high / gap_mean_20d:high|gap_mean_20d_rank:high|ret_1d:high
104,3,35,3,0.08,0.008171499189726839,-0.03284488448922381,0.03313662765873153,4,"-0.01522,0.01604,0.03314,-0.03284,0.02547,0.00987,0.00556,-0.00574,0.01488,-0.00977,0.02410,0.03258",trend_efficiency_20d:low|trend_efficiency_20d_rank:low|gap_mean_20d:high / gap_mean_20d:high|gap_mean_20d_rank:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / ret_1d:high|market_corr_60d_rank:high|market_corr_60d:high / ret_1d:high|market_corr_60d_rank:high|market_corr_60d:high / gap_mean_20d:high|gap_mean_20d_rank:high|ret_1d:high / gap_mean_20d:high|gap_mean_20d_rank:high|ret_1d:high
104,3,35,4,0.1,0.008144709123919715,-0.034272067310999195,0.03817207002210453,4,"-0.01981,0.01401,0.03817,-0.03427,0.02961,0.01003,0.00394,-0.00964,0.01659,-0.00888,0.02950,0.02849",trend_efficiency_20d:low|trend_efficiency_20d_rank:low|gap_mean_20d:high / gap_mean_20d:high|gap_mean_20d_rank:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / ret_1d:high|market_corr_60d_rank:high|market_corr_60d:high / ret_1d:high|market_corr_60d_rank:high|market_corr_60d:high / gap_mean_20d:high|gap_mean_20d_rank:high|ret_1d:high / gap_mean_20d:high|gap_mean_20d_rank:high|ret_1d:high
104,3,35,2,0.06,0.00806504069058297,-0.03130107186203414,0.03474613525852339,4,"-0.01072,0.01848,0.02648,-0.03130,0.02012,0.00905,0.00969,-0.00161,0.01128,-0.00963,0.02021,0.03475",trend_efficiency_20d:low|trend_efficiency_20d_rank:low|gap_mean_20d:high / gap_mean_20d:high|gap_mean_20d_rank:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / ret_1d:high|market_corr_60d_rank:high|market_corr_60d:high / ret_1d:high|market_corr_60d_rank:high|market_corr_60d:high / gap_mean_20d:high|gap_mean_20d_rank:high|ret_1d:high / gap_mean_20d:high|gap_mean_20d_rank:high|ret_1d:high
104,3,50,6,0.08,0.008055777288577233,-0.033290365982746636,0.03316080875616307,4,"-0.01594,0.01396,0.03316,-0.03329,0.02584,0.01056,0.00453,-0.00666,0.01490,-0.00928,0.02578,0.03311",trend_efficiency_20d:low|trend_efficiency_20d_rank:low|gap_mean_20d:high / gap_mean_20d:high|gap_mean_20d_rank:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / ret_1d:high|market_corr_60d_rank:high|market_corr_60d:high / ret_1d:high|market_corr_60d_rank:high|market_corr_60d:high / gap_mean_20d:high|gap_mean_20d_rank:high|ret_1d:high / gap_mean_20d:high|gap_mean_20d_rank:high|ret_1d:high
104,3,50,6,0.1,0.008048913520032607,-0.03452680724165447,0.03714037078443865,4,"-0.01971,0.01475,0.03714,-0.03453,0.02907,0.00969,0.00530,-0.00946,0.01590,-0.00864,0.02935,0.02772",trend_efficiency_20d:low|trend_efficiency_20d_rank:low|gap_mean_20d:high / gap_mean_20d:high|gap_mean_20d_rank:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / ret_1d:high|market_corr_60d_rank:high|market_corr_60d:high / ret_1d:high|market_corr_60d_rank:high|market_corr_60d:high / gap_mean_20d:high|gap_mean_20d_rank:high|ret_1d:high / gap_mean_20d:high|gap_mean_20d_rank:high|ret_1d:high
104,3,40,4,0.08,0.008026364412521378,-0.033160368824512634,0.03325014195258264,4,"-0.01559,0.01512,0.03325,-0.03316,0.02550,0.01003,0.00493,-0.00628,0.01490,-0.00946,0.02415,0.03293",trend_efficiency_20d:low|trend_efficiency_20d_rank:low|gap_mean_20d:high / gap_mean_20d:high|gap_mean_20d_rank:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / ret_1d:high|market_corr_60d_rank:high|market_corr_60d:high / ret_1d:high|market_corr_60d_rank:high|market_corr_60d:high / gap_mean_20d:high|gap_mean_20d_rank:high|ret_1d:high / gap_mean_20d:high|gap_mean_20d_rank:high|ret_1d:high
104,3,40,3,0.1,0.00802269581852859,-0.03599551891431568,0.033209322753120996,4,"-0.01617,0.01815,0.03321,-0.03600,0.02590,0.01030,0.00894,-0.00652,0.01342,-0.00887,0.02574,0.02816",trend_efficiency_20d:low|trend_efficiency_20d_rank:low|gap_mean_20d:high / gap_mean_20d:high|gap_mean_20d_rank:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / ret_1d:high|market_corr_60d_rank:high|market_corr_60d:high / ret_1d:high|market_corr_60d_rank:high|market_corr_60d:high / gap_mean_20d:high|gap_mean_20d_rank:high|ret_1d:high / gap_mean_20d:high|gap_mean_20d_rank:high|ret_1d:high
104,3,40,3,0.08,0.008004843043114582,-0.032904126780778156,0.03155811251889743,4,"-0.01504,0.01722,0.03156,-0.03290,0.02425,0.00903,0.00803,-0.00534,0.01342,-0.00920,0.02402,0.03101",trend_efficiency_20d:low|trend_efficiency_20d_rank:low|gap_mean_20d:high / gap_mean_20d:high|gap_mean_20d_rank:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / ret_1d:high|market_corr_60d_rank:high|market_corr_60d:high / ret_1d:high|market_corr_60d_rank:high|market_corr_60d:high / gap_mean_20d:high|gap_mean_20d_rank:high|ret_1d:high / gap_mean_20d:high|gap_mean_20d_rank:high|ret_1d:high
104,3,35,2,0.08,0.008003062093580671,-0.03397302908965895,0.030644924860273846,4,"-0.01387,0.01888,0.02992,-0.03397,0.02332,0.00926,0.01007,-0.00446,0.01239,-0.00916,0.02301,0.03064",trend_efficiency_20d:low|trend_efficiency_20d_rank:low|gap_mean_20d:high / gap_mean_20d:high|gap_mean_20d_rank:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / ret_1d:high|market_corr_60d_rank:high|market_corr_60d:high / ret_1d:high|market_corr_60d_rank:high|market_corr_60d:high / gap_mean_20d:high|gap_mean_20d_rank:high|ret_1d:high / gap_mean_20d:high|gap_mean_20d_rank:high|ret_1d:high
26,1,35,6,0.08,0.007995015728851279,-0.04493945732077174,0.05065443735763708,5,"-0.01783,0.01865,-0.04494,-0.00862,0.02007,0.00151,-0.01769,-0.00405,0.03173,0.01611,0.05034,0.05065",ret_3d:low / ret_3d:low / ret_1d:high / ret_1d:high / ret_1d:high / ret_3d_rank:low / ret_3d_rank:low / ret_3d_rank:low / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high
104,3,50,4,0.06,0.007989930102966123,-0.03112789424529914,0.034200524669069504,4,"-0.01125,0.01757,0.02690,-0.03113,0.02054,0.00928,0.00940,-0.00183,0.01112,-0.00964,0.02070,0.03420",trend_efficiency_20d:low|trend_efficiency_20d_rank:low|gap_mean_20d:high / gap_mean_20d:high|gap_mean_20d_rank:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / ret_1d:high|market_corr_60d_rank:high|market_corr_60d:high / ret_1d:high|market_corr_60d_rank:high|market_corr_60d:high / gap_mean_20d:high|gap_mean_20d_rank:high|ret_1d:high / gap_mean_20d:high|gap_mean_20d_rank:high|ret_1d:high
104,3,35,2,0.1,0.007968589613912936,-0.03434555124137447,0.030387306578503557,4,"-0.01395,0.01905,0.03006,-0.03435,0.02327,0.00945,0.01009,-0.00451,0.01237,-0.00914,0.02288,0.03039",trend_efficiency_20d:low|trend_efficiency_20d_rank:low|gap_mean_20d:high / gap_mean_20d:high|gap_mean_20d_rank:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / ret_1d:high|market_corr_60d_rank:high|market_corr_60d:high / ret_1d:high|market_corr_60d_rank:high|market_corr_60d:high / gap_mean_20d:high|gap_mean_20d_rank:high|ret_1d:high / gap_mean_20d:high|gap_mean_20d_rank:high|ret_1d:high
104,3,30,4,0.1,0.007933172578510528,-0.035107628979480145,0.038333703361297815,4,"-0.02098,0.01260,0.03833,-0.03511,0.03044,0.01093,0.00216,-0.01098,0.01827,-0.00951,0.02914,0.02992",trend_efficiency_20d:low|trend_efficiency_20d_rank:low|gap_mean_20d:high / gap_mean_20d:high|gap_mean_20d_rank:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / ret_1d:high|market_corr_60d_rank:high|market_corr_60d:high / ret_1d:high|market_corr_60d_rank:high|market_corr_60d:high / gap_mean_20d:high|gap_mean_20d_rank:high|ret_1d:high / gap_mean_20d:high|gap_mean_20d_rank:high|ret_1d:high
26,1,40,4,0.08,0.007872378897131145,-0.04424161457208186,0.05159975082010745,5,"-0.01494,0.01984,-0.04424,-0.00806,0.01776,0.00166,-0.01368,-0.00664,0.02554,0.01583,0.04980,0.05160",ret_3d:low / ret_3d:low / ret_1d:high / ret_1d:high / ret_1d:high / ret_3d_rank:low / ret_3d_rank:low / ret_3d_rank:low / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high
104,3,50,4,0.1,0.007847201660291412,-0.036233255910273536,0.03243018441260666,4,"-0.01646,0.01825,0.03243,-0.03623,0.02538,0.01015,0.00982,-0.00664,0.01305,-0.00874,0.02541,0.02776",trend_efficiency_20d:low|trend_efficiency_20d_rank:low|gap_mean_20d:high / gap_mean_20d:high|gap_mean_20d_rank:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / ret_1d:high|market_corr_60d_rank:high|market_corr_60d:high / ret_1d:high|market_corr_60d_rank:high|market_corr_60d:high / gap_mean_20d:high|gap_mean_20d_rank:high|ret_1d:high / gap_mean_20d:high|gap_mean_20d_rank:high|ret_1d:high
104,3,40,6,0.1,0.007842092235330025,-0.03524625009813818,0.03777564907617206,4,"-0.02111,0.01293,0.03778,-0.03525,0.03017,0.01069,0.00261,-0.01103,0.01821,-0.00945,0.02864,0.02990",trend_efficiency_20d:low|trend_efficiency_20d_rank:low|gap_mean_20d:high / gap_mean_20d:high|gap_mean_20d_rank:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / ret_1d:high|market_corr_60d_rank:high|market_corr_60d:high / ret_1d:high|market_corr_60d_rank:high|market_corr_60d:high / gap_mean_20d:high|gap_mean_20d_rank:high|ret_1d:high / gap_mean_20d:high|gap_mean_20d_rank:high|ret_1d:high
104,3,50,4,0.08,0.007831541047243035,-0.033112313920381435,0.03078300392390137,4,"-0.01540,0.01731,0.03078,-0.03311,0.02381,0.00882,0.00895,-0.00551,0.01304,-0.00905,0.02385,0.03048",trend_efficiency_20d:low|trend_efficiency_20d_rank:low|gap_mean_20d:high / gap_mean_20d:high|gap_mean_20d_rank:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / ret_1d:high|market_corr_60d_rank:high|market_corr_60d:high / ret_1d:high|market_corr_60d_rank:high|market_corr_60d:high / gap_mean_20d:high|gap_mean_20d_rank:high|ret_1d:high / gap_mean_20d:high|gap_mean_20d_rank:high|ret_1d:high
104,3,30,1,0.08,0.007824079163447108,-0.03212073203011469,0.033531445340421656,4,"-0.01095,0.02077,0.02432,-0.03212,0.01925,0.00807,0.01307,-0.00185,0.01059,-0.00927,0.01847,0.03353",trend_efficiency_20d:low|trend_efficiency_20d_rank:low|gap_mean_20d:high / gap_mean_20d:high|gap_mean_20d_rank:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / ret_1d:high|market_corr_60d_rank:high|market_corr_60d:high / ret_1d:high|market_corr_60d_rank:high|market_corr_60d:high / gap_mean_20d:high|gap_mean_20d_rank:high|ret_1d:high / gap_mean_20d:high|gap_mean_20d_rank:high|ret_1d:high
104,3,30,1,0.1,0.007824079163447108,-0.03212073203011469,0.033531445340421656,4,"-0.01095,0.02077,0.02432,-0.03212,0.01925,0.00807,0.01307,-0.00185,0.01059,-0.00927,0.01847,0.03353",trend_efficiency_20d:low|trend_efficiency_20d_rank:low|gap_mean_20d:high / gap_mean_20d:high|gap_mean_20d_rank:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / ret_1d:high|market_corr_60d_rank:high|market_corr_60d:high / ret_1d:high|market_corr_60d_rank:high|market_corr_60d:high / gap_mean_20d:high|gap_mean_20d_rank:high|ret_1d:high / gap_mean_20d:high|gap_mean_20d_rank:high|ret_1d:high
104,3,30,1,0.06,0.007819333217573124,-0.031195906518220226,0.034321578693416656,4,"-0.01062,0.02053,0.02379,-0.03120,0.01876,0.00767,0.01285,-0.00149,0.01057,-0.00936,0.01800,0.03432",trend_efficiency_20d:low|trend_efficiency_20d_rank:low|gap_mean_20d:high / gap_mean_20d:high|gap_mean_20d_rank:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / ret_1d:high|market_corr_60d_rank:high|market_corr_60d:high / ret_1d:high|market_corr_60d_rank:high|market_corr_60d:high / gap_mean_20d:high|gap_mean_20d_rank:high|ret_1d:high / gap_mean_20d:high|gap_mean_20d_rank:high|ret_1d:high
26,1,50,6,0.08,0.007809290860798931,-0.044929134860252226,0.05159415966941897,5,"-0.01559,0.01912,-0.04493,-0.00773,0.01838,0.00112,-0.01432,-0.00582,0.02651,0.01554,0.04983,0.05159",ret_3d:low / ret_3d:low / ret_1d:high / ret_1d:high / ret_1d:high / ret_3d_rank:low / ret_3d_rank:low / ret_3d_rank:low / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high
26,1,30,4,0.08,0.007807412085902805,-0.04574129451800102,0.050399590679578866,5,"-0.01704,0.01862,-0.04574,-0.00890,0.01984,0.00131,-0.01698,-0.00431,0.03046,0.01584,0.05019,0.05040",ret_3d:low / ret_3d:low / ret_1d:high / ret_1d:high / ret_1d:high / ret_3d_rank:low / ret_3d_rank:low / ret_3d_rank:low / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high
26,1,35,3,0.08,0.007798262654544512,-0.04307191674486337,0.051506475404260864,5,"-0.01436,0.02038,-0.04307,-0.00854,0.01699,0.00211,-0.01318,-0.00713,0.02570,0.01506,0.04812,0.05151",ret_3d:low / ret_3d:low / ret_1d:high / ret_1d:high / ret_1d:high / ret_3d_rank:low / ret_3d_rank:low / ret_3d_rank:low / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high
26,1,30,2,0.1,0.007758648516729662,-0.0397578404329726,0.05583976541014812,5,"-0.01355,0.02517,-0.03976,-0.00780,0.01408,0.00115,-0.01248,-0.00875,0.02226,0.01163,0.04531,0.05584",ret_3d:low / ret_3d:low / ret_1d:high / ret_1d:high / ret_1d:high / ret_3d_rank:low / ret_3d_rank:low / ret_3d_rank:low / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high
26,1,40,6,0.08,0.007757037417499076,-0.04570938803482311,0.05087027989725775,5,"-0.01705,0.01873,-0.04571,-0.00850,0.01961,0.00074,-0.01658,-0.00462,0.02961,0.01593,0.05004,0.05087",ret_3d:low / ret_3d:low / ret_1d:high / ret_1d:high / ret_1d:high / ret_3d_rank:low / ret_3d_rank:low / ret_3d_rank:low / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high
26,1,30,3,0.08,0.007746566774521041,-0.045954008508532276,0.05046521836535216,5,"-0.01549,0.01878,-0.04595,-0.00884,0.01917,0.00151,-0.01557,-0.00492,0.02860,0.01520,0.05002,0.05047",ret_3d:low / ret_3d:low / ret_1d:high / ret_1d:high / ret_1d:high / ret_3d_rank:low / ret_3d_rank:low / ret_3d_rank:low / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high
